Task ID,Host,Executor ID,Locality,Launch Time,Finish Time,Getting Result Time,Shuffle Bytes Written,Shuffle Write Time,Shuffle Records Written,Executor Run Time,Executor Deserialize Time,JVM GC Time,Result Size,Memory Bytes Spilled,Disk Bytes Spilled,Stage ID,Task Type,Reason
17,cluster-danilo-spark-slave-java8-8.novalocal,0,ANY,1520613451404,1520613467716,0,618999,195130989,21062,4736,11361,256,2440,0,0,0,ShuffleMapTask,Success
16,cluster-danilo-spark-slave-java8-8.novalocal,0,ANY,1520613451401,1520613467804,0,620466,125880389,21068,4898,11359,256,2440,0,0,0,ShuffleMapTask,Success
22,cluster-danilo-spark-slave-java8-8.novalocal,0,ANY,1520613467690,1520613468420,0,619619,74432932,21068,690,12,0,2440,0,0,0,ShuffleMapTask,Success
12,cluster-danilo-spark-slave-java8-5.novalocal,8,ANY,1520613451325,1520613468426,0,621979,151411258,21065,4617,12349,187,2440,0,0,0,ShuffleMapTask,Success
23,cluster-danilo-spark-slave-java8-8.novalocal,0,ANY,1520613467792,1520613468436,0,619055,53727009,21069,620,6,0,2440,0,0,0,ShuffleMapTask,Success
13,cluster-danilo-spark-slave-java8-5.novalocal,8,ANY,1520613451327,1520613468660,0,621759,110733113,21067,4885,12333,206,2440,0,0,0,ShuffleMapTask,Success
3,cluster-danilo-spark-slave-java8-3.novalocal,2,ANY,1520613451111,1520613468705,0,605708,163373798,21065,4229,13248,329,2440,0,0,0,ShuffleMapTask,Success
25,cluster-danilo-spark-slave-java8-8.novalocal,0,ANY,1520613468418,1520613468829,0,620660,88297978,21068,394,4,15,2440,0,0,0,ShuffleMapTask,Success
24,cluster-danilo-spark-slave-java8-5.novalocal,8,ANY,1520613468412,1520613468863,0,620151,91302851,21062,434,3,19,2440,0,0,0,ShuffleMapTask,Success
20,cluster-danilo-spark-slave-java8-10.novalocal,5,ANY,1520613451461,1520613468882,0,620009,151156049,21070,5082,12171,275,2442,0,0,0,ShuffleMapTask,Success
21,cluster-danilo-spark-slave-java8-10.novalocal,5,ANY,1520613451462,1520613468885,0,618744,116583837,21064,5106,12155,275,2442,0,0,0,ShuffleMapTask,Success
26,cluster-danilo-spark-slave-java8-8.novalocal,0,ANY,1520613468435,1520613468892,0,620918,63084776,21068,444,4,15,2440,0,0,0,ShuffleMapTask,Success
2,cluster-danilo-spark-slave-java8-3.novalocal,2,ANY,1520613451109,1520613468936,0,591941,168469068,21065,4481,13241,329,2440,0,0,0,ShuffleMapTask,Success
27,cluster-danilo-spark-slave-java8-5.novalocal,8,ANY,1520613468658,1520613469186,0,619775,65284136,21069,510,5,26,2440,0,0,0,ShuffleMapTask,Success
30,cluster-danilo-spark-slave-java8-5.novalocal,8,ANY,1520613468861,1520613469265,0,623448,35143811,21066,386,9,26,2440,0,0,0,ShuffleMapTask,Success
29,cluster-danilo-spark-slave-java8-8.novalocal,0,ANY,1520613468826,1520613469270,0,622776,56662382,21067,426,6,18,2440,0,0,0,ShuffleMapTask,Success
33,cluster-danilo-spark-slave-java8-8.novalocal,0,ANY,1520613468890,1520613469290,0,623773,50765651,21067,374,13,18,2440,0,0,0,ShuffleMapTask,Success
32,cluster-danilo-spark-slave-java8-10.novalocal,5,ANY,1520613468883,1520613469398,0,621534,57290813,21063,499,4,0,2442,0,0,0,ShuffleMapTask,Success
28,cluster-danilo-spark-slave-java8-3.novalocal,2,ANY,1520613468702,1520613469494,0,621738,59988803,21066,775,4,0,2440,0,0,0,ShuffleMapTask,Success
31,cluster-danilo-spark-slave-java8-10.novalocal,5,ANY,1520613468879,1520613469542,0,621473,46934577,21068,640,5,32,2442,0,0,0,ShuffleMapTask,Success
38,cluster-danilo-spark-slave-java8-8.novalocal,0,ANY,1520613469286,1520613469577,0,620958,23323932,21061,266,3,29,2440,0,0,0,ShuffleMapTask,Success
19,cluster-danilo-spark-slave-java8-4.novalocal,10,ANY,1520613451456,1520613469625,0,617989,153940038,21065,3705,14315,198,2441,0,0,0,ShuffleMapTask,Success
35,cluster-danilo-spark-slave-java8-5.novalocal,8,ANY,1520613469184,1520613469649,0,621300,40040675,21066,450,3,27,2440,0,0,0,ShuffleMapTask,Success
36,cluster-danilo-spark-slave-java8-5.novalocal,8,ANY,1520613469263,1520613469690,0,623637,36583410,21067,414,2,27,2440,0,0,0,ShuffleMapTask,Success
37,cluster-danilo-spark-slave-java8-8.novalocal,0,ANY,1520613469269,1520613469699,0,622728,31516978,21068,409,4,29,2440,0,0,0,ShuffleMapTask,Success
18,cluster-danilo-spark-slave-java8-4.novalocal,10,ANY,1520613451454,1520613469785,0,621358,189570928,21066,3875,14330,198,2441,0,0,0,ShuffleMapTask,Success
34,cluster-danilo-spark-slave-java8-3.novalocal,2,ANY,1520613468935,1520613469816,0,623194,68607965,21067,860,10,30,2440,0,0,0,ShuffleMapTask,Success
9,cluster-danilo-spark-slave-java8-9.novalocal,4,ANY,1520613451249,1520613469822,0,618905,130614831,21066,4461,14015,254,2440,0,0,0,ShuffleMapTask,Success
8,cluster-danilo-spark-slave-java8-9.novalocal,4,ANY,1520613451246,1520613469828,0,618964,162710666,21068,4453,14021,254,2440,0,0,0,ShuffleMapTask,Success
5,cluster-danilo-spark-slave-java8-1.novalocal,3,ANY,1520613451128,1520613469843,0,615764,146424477,21063,7159,11472,297,2440,0,0,0,ShuffleMapTask,Success
4,cluster-danilo-spark-slave-java8-1.novalocal,3,ANY,1520613451123,1520613469848,0,614632,169424314,21063,7179,11473,297,2440,0,0,0,ShuffleMapTask,Success
39,cluster-danilo-spark-slave-java8-10.novalocal,5,ANY,1520613469396,1520613469867,0,621869,86235515,21069,452,4,32,2442,0,0,0,ShuffleMapTask,Success
1,cluster-danilo-spark-slave-java8-7.novalocal,1,ANY,1520613451049,1520613469928,0,570557,129360615,21062,4599,14146,204,2440,0,0,0,ShuffleMapTask,Success
7,cluster-danilo-spark-slave-java8-0.novalocal,9,ANY,1520613451167,1520613469950,0,618979,191950841,21064,5386,13261,277,2440,0,0,0,ShuffleMapTask,Success
6,cluster-danilo-spark-slave-java8-0.novalocal,9,ANY,1520613451165,1520613469963,0,616267,168648115,21061,5426,13253,277,2440,0,0,0,ShuffleMapTask,Success
45,cluster-danilo-spark-slave-java8-5.novalocal,8,ANY,1520613469689,1520613469986,0,621999,26025779,21068,277,6,0,2440,0,0,0,ShuffleMapTask,Success
42,cluster-danilo-spark-slave-java8-8.novalocal,0,ANY,1520613469571,1520613469994,0,624036,41089001,21062,396,3,34,2440,0,0,0,ShuffleMapTask,Success
41,cluster-danilo-spark-slave-java8-10.novalocal,5,ANY,1520613469540,1520613470031,0,622984,33701167,21064,474,5,0,2442,0,0,0,ShuffleMapTask,Success
40,cluster-danilo-spark-slave-java8-3.novalocal,2,ANY,1520613469493,1520613470041,0,624151,36574725,21068,518,14,30,2440,0,0,0,ShuffleMapTask,Success
46,cluster-danilo-spark-slave-java8-8.novalocal,0,ANY,1520613469696,1520613470068,0,620712,69494033,21065,356,2,34,2440,0,0,0,ShuffleMapTask,Success
44,cluster-danilo-spark-slave-java8-5.novalocal,8,ANY,1520613469648,1520613470118,0,623158,29679213,21063,452,3,23,2440,0,0,0,ShuffleMapTask,Success
0,cluster-danilo-spark-slave-java8-7.novalocal,1,ANY,1520613451024,1520613470129,0,544204,89732553,21066,4825,14143,226,2440,0,0,0,ShuffleMapTask,Success
49,cluster-danilo-spark-slave-java8-9.novalocal,4,ANY,1520613469819,1520613470256,0,622958,67530702,21065,414,11,0,2440,0,0,0,ShuffleMapTask,Success
43,cluster-danilo-spark-slave-java8-4.novalocal,10,ANY,1520613469624,1520613470262,0,621258,77408698,21060,613,7,0,2441,0,0,0,ShuffleMapTask,Success
48,cluster-danilo-spark-slave-java8-3.novalocal,2,ANY,1520613469814,1520613470275,0,621027,37325002,21066,441,8,0,2440,0,0,0,ShuffleMapTask,Success
53,cluster-danilo-spark-slave-java8-10.novalocal,5,ANY,1520613469863,1520613470278,0,622893,31714351,21063,402,3,25,2442,0,0,0,ShuffleMapTask,Success
14,cluster-danilo-spark-slave-java8-6.novalocal,7,ANY,1520613451343,1520613470309,0,617892,141473722,21065,4494,14368,210,2440,0,0,0,ShuffleMapTask,Success
15,cluster-danilo-spark-slave-java8-6.novalocal,7,ANY,1520613451345,1520613470313,0,620119,127700821,21063,4485,14368,210,2440,0,0,0,ShuffleMapTask,Success
50,cluster-danilo-spark-slave-java8-9.novalocal,4,ANY,1520613469825,1520613470336,0,622455,54760578,21064,481,15,0,2440,0,0,0,ShuffleMapTask,Success
47,cluster-danilo-spark-slave-java8-4.novalocal,10,ANY,1520613469779,1520613470365,0,624028,49590845,21066,560,11,0,2441,0,0,0,ShuffleMapTask,Success
54,cluster-danilo-spark-slave-java8-7.novalocal,1,ANY,1520613469924,1520613470394,0,621195,71275049,21068,451,5,22,2440,0,0,0,ShuffleMapTask,Success
56,cluster-danilo-spark-slave-java8-0.novalocal,9,ANY,1520613469961,1520613470405,0,624977,69248138,21066,419,6,0,2440,0,0,0,ShuffleMapTask,Success
62,cluster-danilo-spark-slave-java8-5.novalocal,8,ANY,1520613470116,1520613470408,0,619737,35065135,21066,278,4,0,2440,0,0,0,ShuffleMapTask,Success
52,cluster-danilo-spark-slave-java8-1.novalocal,3,ANY,1520613469847,1520613470419,0,620626,101503738,21066,556,4,0,2440,0,0,0,ShuffleMapTask,Success
51,cluster-danilo-spark-slave-java8-1.novalocal,3,ANY,1520613469841,1520613470427,0,621367,78118401,21065,559,14,0,2440,0,0,0,ShuffleMapTask,Success
59,cluster-danilo-spark-slave-java8-10.novalocal,5,ANY,1520613470030,1520613470442,0,620034,28352939,21063,361,4,0,2442,0,0,0,ShuffleMapTask,Success
55,cluster-danilo-spark-slave-java8-0.novalocal,9,ANY,1520613469948,1520613470491,0,621329,64327534,21065,524,6,0,2440,0,0,0,ShuffleMapTask,Success
57,cluster-danilo-spark-slave-java8-5.novalocal,8,ANY,1520613469983,1520613470559,0,621115,48161490,21065,549,4,44,2440,0,0,0,ShuffleMapTask,Success
61,cluster-danilo-spark-slave-java8-8.novalocal,0,ANY,1520613470067,1520613470571,0,622656,112997896,21068,490,4,82,2440,0,0,0,ShuffleMapTask,Success
60,cluster-danilo-spark-slave-java8-3.novalocal,2,ANY,1520613470039,1520613470576,0,623208,39161236,21068,513,5,23,2440,0,0,0,ShuffleMapTask,Success
58,cluster-danilo-spark-slave-java8-8.novalocal,0,ANY,1520613469992,1520613470621,0,621868,27710361,21067,614,2,82,2440,0,0,0,ShuffleMapTask,Success
66,cluster-danilo-spark-slave-java8-3.novalocal,2,ANY,1520613470272,1520613470767,0,623769,50497438,21063,368,3,23,2440,0,0,0,ShuffleMapTask,Success
74,cluster-danilo-spark-slave-java8-5.novalocal,8,ANY,1520613470406,1520613470769,0,619427,29340171,21067,278,2,21,2440,0,0,0,ShuffleMapTask,Success
65,cluster-danilo-spark-slave-java8-4.novalocal,10,ANY,1520613470261,1520613470774,0,620794,53080302,21070,460,4,16,2441,0,0,0,ShuffleMapTask,Success
64,cluster-danilo-spark-slave-java8-9.novalocal,4,ANY,1520613470253,1520613470777,0,624581,51780774,21066,457,4,20,2440,0,0,0,ShuffleMapTask,Success
78,cluster-danilo-spark-slave-java8-0.novalocal,9,ANY,1520613470490,1520613470780,0,621613,31924179,21068,235,6,14,2440,0,0,0,ShuffleMapTask,Success
67,cluster-danilo-spark-slave-java8-10.novalocal,5,ANY,1520613470277,1520613470782,0,623056,35556206,21064,480,6,35,2442,0,0,0,ShuffleMapTask,Success
70,cluster-danilo-spark-slave-java8-9.novalocal,4,ANY,1520613470333,1520613470784,0,621491,28031858,21067,426,4,20,2440,0,0,0,ShuffleMapTask,Success
77,cluster-danilo-spark-slave-java8-10.novalocal,5,ANY,1520613470440,1520613470799,0,622611,53357072,21067,348,3,35,2442,0,0,0,ShuffleMapTask,Success
73,cluster-danilo-spark-slave-java8-0.novalocal,9,ANY,1520613470402,1520613470804,0,621942,41749495,21065,385,6,14,2440,0,0,0,ShuffleMapTask,Success
76,cluster-danilo-spark-slave-java8-1.novalocal,3,ANY,1520613470424,1520613470820,0,624204,36344747,21066,380,4,14,2440,0,0,0,ShuffleMapTask,Success
71,cluster-danilo-spark-slave-java8-4.novalocal,10,ANY,1520613470363,1520613470829,0,622244,43946792,21066,451,5,16,2441,0,0,0,ShuffleMapTask,Success
68,cluster-danilo-spark-slave-java8-6.novalocal,7,ANY,1520613470307,1520613470854,0,621812,79510068,21063,508,21,0,2440,0,0,0,ShuffleMapTask,Success
72,cluster-danilo-spark-slave-java8-7.novalocal,1,ANY,1520613470393,1520613470865,0,623091,45146205,21067,453,8,25,2440,0,0,0,ShuffleMapTask,Success
75,cluster-danilo-spark-slave-java8-1.novalocal,3,ANY,1520613470416,1520613470879,0,621628,36929161,21065,444,7,14,2440,0,0,0,ShuffleMapTask,Success
79,cluster-danilo-spark-slave-java8-5.novalocal,8,ANY,1520613470557,1520613470885,0,623075,28944762,21065,308,7,30,2440,0,0,0,ShuffleMapTask,Success
63,cluster-danilo-spark-slave-java8-7.novalocal,1,ANY,1520613470128,1520613470904,0,624466,36599784,21066,747,19,25,2440,0,0,0,ShuffleMapTask,Success
69,cluster-danilo-spark-slave-java8-6.novalocal,7,ANY,1520613470312,1520613470961,0,623254,80736319,21061,614,22,0,2440,0,0,0,ShuffleMapTask,Success
