Job ID,Submission Time,Stage IDs,Completion Time
0,1520880263368,"[0, 1, 2, 3]",NOVAL
0,NOVAL,NOVAL,1520880418798
1,1520880420494,"[5, 6, 7, 4]",NOVAL
1,NOVAL,NOVAL,1520880527021
2,1520880528470,"[9, 10, 11, 8]",NOVAL
2,NOVAL,NOVAL,1520880655449
3,1520880656668,"[15, 12, 13, 14]",NOVAL
3,NOVAL,NOVAL,1520880765364
4,1520880766496,"[19, 16, 17, 18]",NOVAL
4,NOVAL,NOVAL,1520880873876
