Job ID,Submission Time,Stage IDs,Completion Time
0,1520876993505,"[0, 1, 2, 3]",NOVAL
0,NOVAL,NOVAL,1520877176418
1,1520877178002,"[5, 6, 7, 4]",NOVAL
1,NOVAL,NOVAL,1520877303754
2,1520877305124,"[9, 10, 11, 8]",NOVAL
2,NOVAL,NOVAL,1520877437095
3,1520877438345,"[15, 12, 13, 14]",NOVAL
3,NOVAL,NOVAL,1520877555384
4,1520877556712,"[19, 16, 17, 18]",NOVAL
4,NOVAL,NOVAL,1520877684359
