Job ID,Submission Time,Stage IDs,Completion Time
0,1511429420220,"[0, 1, 2, 3]",NOVAL
0,NOVAL,NOVAL,1511429532061
1,1511429533403,"[5, 6, 7, 4]",NOVAL
1,NOVAL,NOVAL,1511429596907
2,1511429597687,"[9, 10, 11, 8]",NOVAL
2,NOVAL,NOVAL,1511429796367
3,1511429797127,"[15, 12, 13, 14]",NOVAL
3,NOVAL,NOVAL,1511429961102
4,1511429962351,"[19, 16, 17, 18]",NOVAL
4,NOVAL,NOVAL,1511430148315
