Job ID,Submission Time,Stage IDs,Completion Time
0,1520621641435,"[0, 1, 2, 3]",NOVAL
0,NOVAL,NOVAL,1520621936419
1,1520621937942,"[5, 6, 7, 4]",NOVAL
1,NOVAL,NOVAL,1520622178106
2,1520622179519,"[9, 10, 11, 8]",NOVAL
2,NOVAL,NOVAL,1520622439565
3,1520622440620,"[15, 12, 13, 14]",NOVAL
3,NOVAL,NOVAL,1520622646702
4,1520622647982,"[19, 16, 17, 18]",NOVAL
4,NOVAL,NOVAL,1520622850113
