Task ID,Host,Executor ID,Locality,Launch Time,Finish Time,Getting Result Time,Shuffle Bytes Written,Shuffle Write Time,Shuffle Records Written,Executor Run Time,Executor Deserialize Time,JVM GC Time,Result Size,Memory Bytes Spilled,Disk Bytes Spilled,Stage ID,Task Type,Reason
0,cluster-danilo-spark-slave-java8-0.novalocal,1,ANY,1520876217116,1520876225184,0,544204,85305084,21066,2564,5253,342,2440,0,0,0,ShuffleMapTask,Success
1,cluster-danilo-spark-slave-java8-0.novalocal,1,ANY,1520876217146,1520876225196,0,570557,123225996,21062,2552,5258,342,2440,0,0,0,ShuffleMapTask,Success
2,cluster-danilo-spark-slave-java8-3.novalocal,0,ANY,1520876217408,1520876225289,0,591941,98855574,21065,2754,4977,211,2440,0,0,0,ShuffleMapTask,Success
3,cluster-danilo-spark-slave-java8-3.novalocal,0,ANY,1520876217410,1520876225315,0,605708,87981654,21065,2794,4978,211,2440,0,0,0,ShuffleMapTask,Success
4,cluster-danilo-spark-slave-java8-0.novalocal,1,ANY,1520876225145,1520876225482,0,614632,56148586,21063,324,4,0,2440,0,0,0,ShuffleMapTask,Success
7,cluster-danilo-spark-slave-java8-3.novalocal,0,ANY,1520876225306,1520876225632,0,618979,37262952,21064,300,15,0,2440,0,0,0,ShuffleMapTask,Success
5,cluster-danilo-spark-slave-java8-0.novalocal,1,ANY,1520876225158,1520876225667,0,615764,56361107,21063,497,4,16,2440,0,0,0,ShuffleMapTask,Success
6,cluster-danilo-spark-slave-java8-3.novalocal,0,ANY,1520876225284,1520876225716,0,616267,29115081,21061,408,4,0,2440,0,0,0,ShuffleMapTask,Success
8,cluster-danilo-spark-slave-java8-0.novalocal,1,ANY,1520876225481,1520876225882,0,618964,55811930,21068,384,3,16,2440,0,0,0,ShuffleMapTask,Success
9,cluster-danilo-spark-slave-java8-3.novalocal,0,ANY,1520876225630,1520876226029,0,618905,37413326,21066,379,4,22,2440,0,0,0,ShuffleMapTask,Success
10,cluster-danilo-spark-slave-java8-0.novalocal,1,ANY,1520876225665,1520876226070,0,618466,38569673,21066,388,3,12,2440,0,0,0,ShuffleMapTask,Success
11,cluster-danilo-spark-slave-java8-3.novalocal,0,ANY,1520876225715,1520876226114,0,622080,40296554,21064,360,6,0,2440,0,0,0,ShuffleMapTask,Success
12,cluster-danilo-spark-slave-java8-0.novalocal,1,ANY,1520876225881,1520876226171,0,621979,34690686,21065,274,3,12,2440,0,0,0,ShuffleMapTask,Success
13,cluster-danilo-spark-slave-java8-3.novalocal,0,ANY,1520876226027,1520876226337,0,621759,18094787,21067,295,6,18,2440,0,0,0,ShuffleMapTask,Success
14,cluster-danilo-spark-slave-java8-0.novalocal,1,ANY,1520876226069,1520876226350,0,617892,28481738,21065,268,4,0,2440,0,0,0,ShuffleMapTask,Success
15,cluster-danilo-spark-slave-java8-3.novalocal,0,ANY,1520876226111,1520876226477,0,620119,28988150,21063,351,3,18,2440,0,0,0,ShuffleMapTask,Success
16,cluster-danilo-spark-slave-java8-0.novalocal,1,ANY,1520876226168,1520876226519,0,620466,65135843,21068,335,3,17,2440,0,0,0,ShuffleMapTask,Success
20,cluster-danilo-spark-slave-java8-0.novalocal,1,ANY,1520876226517,1520876226751,0,620009,26866912,21070,221,6,17,2440,0,0,0,ShuffleMapTask,Success
18,cluster-danilo-spark-slave-java8-0.novalocal,1,ANY,1520876226347,1520876226770,0,621358,49998430,21066,409,3,34,2440,0,0,0,ShuffleMapTask,Success
17,cluster-danilo-spark-slave-java8-3.novalocal,0,ANY,1520876226334,1520876226882,0,618999,51121890,21062,527,8,25,2440,0,0,0,ShuffleMapTask,Success
21,cluster-danilo-spark-slave-java8-0.novalocal,1,ANY,1520876226750,1520876226939,0,618744,23293025,21064,178,2,0,2440,0,0,0,ShuffleMapTask,Success
19,cluster-danilo-spark-slave-java8-3.novalocal,0,ANY,1520876226475,1520876226958,0,617989,27428315,21065,461,3,25,2440,0,0,0,ShuffleMapTask,Success
23,cluster-danilo-spark-slave-java8-3.novalocal,0,ANY,1520876226880,1520876227101,0,619055,17514613,21069,202,2,15,2440,0,0,0,ShuffleMapTask,Success
25,cluster-danilo-spark-slave-java8-3.novalocal,0,ANY,1520876226955,1520876227236,0,620660,18949502,21068,270,2,15,2440,0,0,0,ShuffleMapTask,Success
24,cluster-danilo-spark-slave-java8-0.novalocal,1,ANY,1520876226935,1520876227275,0,620151,30073609,21062,327,3,18,2440,0,0,0,ShuffleMapTask,Success
22,cluster-danilo-spark-slave-java8-0.novalocal,1,ANY,1520876226767,1520876227319,0,619619,23231595,21068,538,2,18,2440,0,0,0,ShuffleMapTask,Success
26,cluster-danilo-spark-slave-java8-3.novalocal,0,ANY,1520876227093,1520876227449,0,620918,29719768,21068,338,3,33,2440,0,0,0,ShuffleMapTask,Success
27,cluster-danilo-spark-slave-java8-3.novalocal,0,ANY,1520876227234,1520876227507,0,619775,21618238,21069,263,2,33,2440,0,0,0,ShuffleMapTask,Success
29,cluster-danilo-spark-slave-java8-0.novalocal,1,ANY,1520876227316,1520876227579,0,622776,44112376,21067,243,8,22,2440,0,0,0,ShuffleMapTask,Success
28,cluster-danilo-spark-slave-java8-0.novalocal,1,ANY,1520876227274,1520876227694,0,621738,54529910,21066,408,5,22,2440,0,0,0,ShuffleMapTask,Success
30,cluster-danilo-spark-slave-java8-3.novalocal,0,ANY,1520876227448,1520876227723,0,623448,19352175,21066,263,1,15,2440,0,0,0,ShuffleMapTask,Success
31,cluster-danilo-spark-slave-java8-3.novalocal,0,ANY,1520876227506,1520876227790,0,621473,42387512,21068,274,2,15,2440,0,0,0,ShuffleMapTask,Success
32,cluster-danilo-spark-slave-java8-0.novalocal,1,ANY,1520876227577,1520876227934,0,621534,39832862,21063,343,4,31,2440,0,0,0,ShuffleMapTask,Success
33,cluster-danilo-spark-slave-java8-0.novalocal,1,ANY,1520876227692,1520876227964,0,623773,60825412,21067,259,2,31,2440,0,0,0,ShuffleMapTask,Success
34,cluster-danilo-spark-slave-java8-3.novalocal,0,ANY,1520876227719,1520876228018,0,623194,42404092,21067,283,2,15,2440,0,0,0,ShuffleMapTask,Success
35,cluster-danilo-spark-slave-java8-3.novalocal,0,ANY,1520876227789,1520876228022,0,621300,32388299,21066,223,2,15,2440,0,0,0,ShuffleMapTask,Success
36,cluster-danilo-spark-slave-java8-0.novalocal,1,ANY,1520876227932,1520876228158,0,623637,24854410,21067,214,2,8,2440,0,0,0,ShuffleMapTask,Success
39,cluster-danilo-spark-slave-java8-3.novalocal,0,ANY,1520876228021,1520876228215,0,621869,23627559,21069,183,2,8,2440,0,0,0,ShuffleMapTask,Success
37,cluster-danilo-spark-slave-java8-0.novalocal,1,ANY,1520876227961,1520876228221,0,622728,43121254,21068,240,6,8,2440,0,0,0,ShuffleMapTask,Success
38,cluster-danilo-spark-slave-java8-3.novalocal,0,ANY,1520876228016,1520876228257,0,620958,23481878,21061,226,3,8,2440,0,0,0,ShuffleMapTask,Success
40,cluster-danilo-spark-slave-java8-0.novalocal,1,ANY,1520876228156,1520876228362,0,624151,23486950,21068,196,2,6,2440,0,0,0,ShuffleMapTask,Success
42,cluster-danilo-spark-slave-java8-0.novalocal,1,ANY,1520876228221,1520876228449,0,624036,40687191,21062,221,2,11,2440,0,0,0,ShuffleMapTask,Success
41,cluster-danilo-spark-slave-java8-3.novalocal,0,ANY,1520876228213,1520876228467,0,622984,34997186,21064,236,10,8,2440,0,0,0,ShuffleMapTask,Success
43,cluster-danilo-spark-slave-java8-3.novalocal,0,ANY,1520876228256,1520876228536,0,621258,21910952,21060,271,2,8,2440,0,0,0,ShuffleMapTask,Success
