Job ID,Submission Time,Stage IDs,Completion Time
0,1520876215457,"[0, 1, 2, 3]",NOVAL
0,NOVAL,NOVAL,1520876428775
1,1520876430377,"[5, 6, 7, 4]",NOVAL
1,NOVAL,NOVAL,1520876576731
2,1520876578064,"[9, 10, 11, 8]",NOVAL
2,NOVAL,NOVAL,1520876736541
3,1520876737871,"[15, 12, 13, 14]",NOVAL
3,NOVAL,NOVAL,1520876854720
4,1520876856052,"[19, 16, 17, 18]",NOVAL
4,NOVAL,NOVAL,1520876981599
