Job ID,Submission Time,Stage IDs,Completion Time
0,1520889402007,"[0, 1, 2, 3]",NOVAL
0,NOVAL,NOVAL,1520889533312
1,1520889534935,"[5, 6, 7, 4]",NOVAL
1,NOVAL,NOVAL,1520889625164
2,1520889626590,"[9, 10, 11, 8]",NOVAL
2,NOVAL,NOVAL,1520889716441
3,1520889717869,"[15, 12, 13, 14]",NOVAL
3,NOVAL,NOVAL,1520889809878
4,1520889811190,"[19, 16, 17, 18]",NOVAL
4,NOVAL,NOVAL,1520889901807
