Task ID,Host,Executor ID,Locality,Launch Time,Finish Time,Getting Result Time,Shuffle Bytes Written,Shuffle Write Time,Shuffle Records Written,Executor Run Time,Executor Deserialize Time,JVM GC Time,Result Size,Memory Bytes Spilled,Disk Bytes Spilled,Stage ID,Task Type,Reason
6,cluster-danilo-spark-slave-java8-5.novalocal,5,ANY,1520889402424,1520889407925,0,616267,64763206,21061,1590,3773,155,2440,0,0,0,ShuffleMapTask,Success
2,cluster-danilo-spark-slave-java8-9.novalocal,2,ANY,1520889402404,1520889407994,0,591941,104497638,21065,2026,3460,138,2440,0,0,0,ShuffleMapTask,Success
0,cluster-danilo-spark-slave-java8-6.novalocal,1,ANY,1520889402219,1520889408079,0,544204,92578986,21066,2381,3402,143,2440,0,0,0,ShuffleMapTask,Success
1,cluster-danilo-spark-slave-java8-6.novalocal,1,ANY,1520889402247,1520889408088,0,570557,115459758,21062,2367,3416,143,2440,0,0,0,ShuffleMapTask,Success
3,cluster-danilo-spark-slave-java8-9.novalocal,2,ANY,1520889402406,1520889408136,0,605708,97804408,21065,2193,3454,152,2440,0,0,0,ShuffleMapTask,Success
27,cluster-danilo-spark-slave-java8-6.novalocal,1,ANY,1520889408084,1520889408448,0,619775,48094513,21069,335,13,0,2440,0,0,0,ShuffleMapTask,Success
28,cluster-danilo-spark-slave-java8-9.novalocal,2,ANY,1520889408133,1520889408528,0,621738,26139446,21066,374,4,0,2440,0,0,0,ShuffleMapTask,Success
25,cluster-danilo-spark-slave-java8-9.novalocal,2,ANY,1520889407992,1520889408542,0,620660,44515584,21068,540,4,14,2440,0,0,0,ShuffleMapTask,Success
7,cluster-danilo-spark-slave-java8-5.novalocal,5,ANY,1520889402425,1520889408597,0,618979,110279266,21064,2299,3764,174,2440,0,0,0,ShuffleMapTask,Success
24,cluster-danilo-spark-slave-java8-5.novalocal,5,ANY,1520889407902,1520889408619,0,620151,87468292,21062,689,15,19,2440,0,0,0,ShuffleMapTask,Success
26,cluster-danilo-spark-slave-java8-6.novalocal,1,ANY,1520889408076,1520889408763,0,620918,96719874,21068,644,27,17,2440,0,0,0,ShuffleMapTask,Success
31,cluster-danilo-spark-slave-java8-9.novalocal,2,ANY,1520889408540,1520889408866,0,621473,26714897,21068,314,3,28,2440,0,0,0,ShuffleMapTask,Success
29,cluster-danilo-spark-slave-java8-6.novalocal,1,ANY,1520889408440,1520889408941,0,622776,48188444,21067,478,5,17,2440,0,0,0,ShuffleMapTask,Success
32,cluster-danilo-spark-slave-java8-5.novalocal,5,ANY,1520889408596,1520889409067,0,621534,33653834,21063,449,12,16,2440,0,0,0,ShuffleMapTask,Success
30,cluster-danilo-spark-slave-java8-9.novalocal,2,ANY,1520889408522,1520889409085,0,623448,30792286,21066,541,3,28,2440,0,0,0,ShuffleMapTask,Success
34,cluster-danilo-spark-slave-java8-6.novalocal,1,ANY,1520889408761,1520889409149,0,623194,37946550,21067,366,12,0,2440,0,0,0,ShuffleMapTask,Success
35,cluster-danilo-spark-slave-java8-9.novalocal,2,ANY,1520889408865,1520889409208,0,621300,18640992,21066,329,4,16,2440,0,0,0,ShuffleMapTask,Success
38,cluster-danilo-spark-slave-java8-9.novalocal,2,ANY,1520889409083,1520889409453,0,620958,18189419,21061,356,2,16,2440,0,0,0,ShuffleMapTask,Success
33,cluster-danilo-spark-slave-java8-5.novalocal,5,ANY,1520889408618,1520889409543,0,623773,58163897,21067,913,4,16,2440,0,0,0,ShuffleMapTask,Success
37,cluster-danilo-spark-slave-java8-5.novalocal,5,ANY,1520889409065,1520889409621,0,622728,47496525,21068,542,5,0,2440,0,0,0,ShuffleMapTask,Success
41,cluster-danilo-spark-slave-java8-9.novalocal,2,ANY,1520889409450,1520889409730,0,622984,24559442,21064,264,2,21,2440,0,0,0,ShuffleMapTask,Success
36,cluster-danilo-spark-slave-java8-6.novalocal,1,ANY,1520889408940,1520889409799,0,623637,27799842,21067,837,3,26,2440,0,0,0,ShuffleMapTask,Success
39,cluster-danilo-spark-slave-java8-6.novalocal,1,ANY,1520889409147,1520889409832,0,621869,37815604,21069,673,5,26,2440,0,0,0,ShuffleMapTask,Success
