Job ID,Submission Time,Stage IDs,Completion Time
0,1511457283806,"[0, 1, 2, 3]",NOVAL
0,NOVAL,NOVAL,1511457468078
1,1511457469250,"[5, 6, 7, 4]",NOVAL
1,NOVAL,NOVAL,1511457588488
2,1511457589170,"[9, 10, 11, 8]",NOVAL
2,NOVAL,NOVAL,1511457936209
3,1511457936879,"[15, 12, 13, 14]",NOVAL
3,NOVAL,NOVAL,1511458228452
4,1511458229045,"[19, 16, 17, 18]",NOVAL
4,NOVAL,NOVAL,1511458510544
