Job ID,Submission Time,Stage IDs,Completion Time
0,1511430669978,"[0, 1, 2, 3]",NOVAL
0,NOVAL,NOVAL,1511430790313
1,1511430791270,"[5, 6, 7, 4]",NOVAL
1,NOVAL,NOVAL,1511430853680
2,1511430854510,"[9, 10, 11, 8]",NOVAL
2,NOVAL,NOVAL,1511431015891
3,1511431016589,"[15, 12, 13, 14]",NOVAL
3,NOVAL,NOVAL,1511431174866
4,1511431175522,"[19, 16, 17, 18]",NOVAL
4,NOVAL,NOVAL,1511431350509
