Task ID,Host,Executor ID,Locality,Launch Time,Finish Time,Getting Result Time,Shuffle Bytes Written,Shuffle Write Time,Shuffle Records Written,Executor Run Time,Executor Deserialize Time,JVM GC Time,Result Size,Memory Bytes Spilled,Disk Bytes Spilled,Stage ID,Task Type,Reason
0,cluster-danilo-spark-slave-java8-5.novalocal,8,ANY,1520613914316,1520613921454,0,544204,126103539,21066,2485,4480,226,2440,0,0,0,ShuffleMapTask,Success
1,cluster-danilo-spark-slave-java8-5.novalocal,8,ANY,1520613914346,1520613921573,0,570557,102210129,21062,2667,4486,241,2440,0,0,0,ShuffleMapTask,Success
22,cluster-danilo-spark-slave-java8-5.novalocal,8,ANY,1520613921430,1520613921807,0,619619,55163944,21068,361,4,0,2440,0,0,0,ShuffleMapTask,Success
16,cluster-danilo-spark-slave-java8-10.novalocal,5,ANY,1520613914713,1520613921993,0,620466,142344386,21068,2682,4456,181,2442,0,0,0,ShuffleMapTask,Success
17,cluster-danilo-spark-slave-java8-10.novalocal,5,ANY,1520613914715,1520613921995,0,618999,124365087,21062,2683,4456,181,2442,0,0,0,ShuffleMapTask,Success
2,cluster-danilo-spark-slave-java8-8.novalocal,0,ANY,1520613914356,1520613922066,0,591941,98610946,21065,2864,4756,195,2440,0,0,0,ShuffleMapTask,Success
3,cluster-danilo-spark-slave-java8-8.novalocal,0,ANY,1520613914359,1520613922066,0,605708,128315960,21065,2857,4756,195,2440,0,0,0,ShuffleMapTask,Success
24,cluster-danilo-spark-slave-java8-5.novalocal,8,ANY,1520613921804,1520613922130,0,620151,61151739,21062,311,5,14,2440,0,0,0,ShuffleMapTask,Success
23,cluster-danilo-spark-slave-java8-5.novalocal,8,ANY,1520613921570,1520613922174,0,619055,31432746,21069,587,9,14,2440,0,0,0,ShuffleMapTask,Success
29,cluster-danilo-spark-slave-java8-5.novalocal,8,ANY,1520613922128,1520613922342,0,622776,36338440,21067,202,5,0,2440,0,0,0,ShuffleMapTask,Success
26,cluster-danilo-spark-slave-java8-10.novalocal,5,ANY,1520613921991,1520613922577,0,620918,51830976,21068,571,7,0,2442,0,0,0,ShuffleMapTask,Success
31,cluster-danilo-spark-slave-java8-5.novalocal,8,ANY,1520613922341,1520613922631,0,621473,40921877,21068,269,8,20,2440,0,0,0,ShuffleMapTask,Success
25,cluster-danilo-spark-slave-java8-10.novalocal,5,ANY,1520613921987,1520613922649,0,620660,78475964,21068,632,22,0,2442,0,0,0,ShuffleMapTask,Success
30,cluster-danilo-spark-slave-java8-5.novalocal,8,ANY,1520613922174,1520613922707,0,623448,33343072,21066,520,3,20,2440,0,0,0,ShuffleMapTask,Success
33,cluster-danilo-spark-slave-java8-5.novalocal,8,ANY,1520613922630,1520613922870,0,623773,25978349,21067,230,3,21,2440,0,0,0,ShuffleMapTask,Success
12,cluster-danilo-spark-slave-java8-3.novalocal,2,ANY,1520613914539,1520613922873,0,621979,139841373,21065,1805,6407,130,2440,0,0,0,ShuffleMapTask,Success
13,cluster-danilo-spark-slave-java8-3.novalocal,2,ANY,1520613914540,1520613922875,0,621759,89445508,21067,1784,6419,130,2440,0,0,0,ShuffleMapTask,Success
27,cluster-danilo-spark-slave-java8-8.novalocal,0,ANY,1520613922063,1520613922887,0,619775,73419662,21069,788,26,0,2440,0,0,0,ShuffleMapTask,Success
28,cluster-danilo-spark-slave-java8-8.novalocal,0,ANY,1520613922064,1520613922901,0,621738,87721726,21066,822,5,0,2440,0,0,0,ShuffleMapTask,Success
32,cluster-danilo-spark-slave-java8-10.novalocal,5,ANY,1520613922576,1520613922957,0,621534,38709675,21063,360,10,18,2442,0,0,0,ShuffleMapTask,Success
35,cluster-danilo-spark-slave-java8-5.novalocal,8,ANY,1520613922705,1520613922981,0,621300,30451466,21066,264,3,21,2440,0,0,0,ShuffleMapTask,Success
34,cluster-danilo-spark-slave-java8-10.novalocal,5,ANY,1520613922648,1520613923042,0,623194,55387719,21067,380,3,18,2442,0,0,0,ShuffleMapTask,Success
36,cluster-danilo-spark-slave-java8-5.novalocal,8,ANY,1520613922869,1520613923157,0,623637,21416385,21067,278,2,15,2440,0,0,0,ShuffleMapTask,Success
39,cluster-danilo-spark-slave-java8-8.novalocal,0,ANY,1520613922886,1520613923217,0,621869,63957587,21069,317,3,16,2440,0,0,0,ShuffleMapTask,Success
41,cluster-danilo-spark-slave-java8-10.novalocal,5,ANY,1520613922956,1520613923273,0,622984,37534249,21064,301,2,13,2442,0,0,0,ShuffleMapTask,Success
43,cluster-danilo-spark-slave-java8-10.novalocal,5,ANY,1520613923043,1520613923276,0,621258,51301557,21060,218,3,13,2442,0,0,0,ShuffleMapTask,Success
40,cluster-danilo-spark-slave-java8-8.novalocal,0,ANY,1520613922899,1520613923281,0,624151,43114471,21068,361,7,16,2440,0,0,0,ShuffleMapTask,Success
42,cluster-danilo-spark-slave-java8-5.novalocal,8,ANY,1520613922978,1520613923288,0,624036,27422712,21062,288,4,30,2440,0,0,0,ShuffleMapTask,Success
37,cluster-danilo-spark-slave-java8-3.novalocal,2,ANY,1520613922872,1520613923362,0,622728,56115356,21068,467,7,0,2440,0,0,0,ShuffleMapTask,Success
44,cluster-danilo-spark-slave-java8-5.novalocal,8,ANY,1520613923156,1520613923497,0,623158,54949515,21063,326,2,15,2440,0,0,0,ShuffleMapTask,Success
38,cluster-danilo-spark-slave-java8-3.novalocal,2,ANY,1520613922875,1520613923540,0,620958,51870976,21061,618,19,0,2440,0,0,0,ShuffleMapTask,Success
48,cluster-danilo-spark-slave-java8-8.novalocal,0,ANY,1520613923280,1520613923550,0,621027,26876582,21066,250,3,23,2440,0,0,0,ShuffleMapTask,Success
45,cluster-danilo-spark-slave-java8-8.novalocal,0,ANY,1520613923216,1520613923607,0,621999,48225979,21068,375,2,23,2440,0,0,0,ShuffleMapTask,Success
47,cluster-danilo-spark-slave-java8-10.novalocal,5,ANY,1520613923275,1520613923639,0,624028,46091472,21066,346,3,27,2442,0,0,0,ShuffleMapTask,Success
49,cluster-danilo-spark-slave-java8-5.novalocal,8,ANY,1520613923286,1520613923662,0,622958,38432488,21065,352,3,19,2440,0,0,0,ShuffleMapTask,Success
46,cluster-danilo-spark-slave-java8-10.novalocal,5,ANY,1520613923272,1520613923666,0,620712,30009771,21065,372,4,27,2442,0,0,0,ShuffleMapTask,Success
14,cluster-danilo-spark-slave-java8-9.novalocal,4,ANY,1520613914564,1520613923781,0,617892,135021249,21065,2664,6456,136,2440,0,0,0,ShuffleMapTask,Success
51,cluster-danilo-spark-slave-java8-5.novalocal,8,ANY,1520613923493,1520613923792,0,621367,32037710,21065,283,3,19,2440,0,0,0,ShuffleMapTask,Success
