Job ID,Submission Time,Stage IDs,Completion Time
0,1511447770324,"[0, 1, 2, 3]",NOVAL
0,NOVAL,NOVAL,1511447894934
1,1511447896169,"[5, 6, 7, 4]",NOVAL
1,NOVAL,NOVAL,1511447968274
2,1511447968987,"[9, 10, 11, 8]",NOVAL
2,NOVAL,NOVAL,1511448150227
3,1511448150948,"[15, 12, 13, 14]",NOVAL
3,NOVAL,NOVAL,1511448326238
4,1511448326956,"[19, 16, 17, 18]",NOVAL
4,NOVAL,NOVAL,1511448533104
