Job ID,Submission Time,Stage IDs,Completion Time
0,1520877694680,"[0, 1, 2, 3]",NOVAL
0,NOVAL,NOVAL,1520877867945
1,1520877869502,"[5, 6, 7, 4]",NOVAL
1,NOVAL,NOVAL,1520877999462
2,1520878000892,"[9, 10, 11, 8]",NOVAL
2,NOVAL,NOVAL,1520878152845
3,1520878154153,"[15, 12, 13, 14]",NOVAL
3,NOVAL,NOVAL,1520878278349
4,1520878279688,"[19, 16, 17, 18]",NOVAL
4,NOVAL,NOVAL,1520878405714
