Job ID,Submission Time,Stage IDs,Completion Time
0,1520891907158,"[0, 1, 2, 3]",NOVAL
0,NOVAL,NOVAL,1520892022548
1,1520892024231,"[5, 6, 7, 4]",NOVAL
1,NOVAL,NOVAL,1520892107350
2,1520892108982,"[9, 10, 11, 8]",NOVAL
2,NOVAL,NOVAL,1520892202846
3,1520892204342,"[15, 12, 13, 14]",NOVAL
3,NOVAL,NOVAL,1520892268479
4,1520892269744,"[19, 16, 17, 18]",NOVAL
4,NOVAL,NOVAL,1520892341583
