Job ID,Submission Time,Stage IDs,Completion Time
0,1520884985713,"[0, 1, 2, 3]",NOVAL
0,NOVAL,NOVAL,1520885116495
1,1520885118024,"[5, 6, 7, 4]",NOVAL
1,NOVAL,NOVAL,1520885216751
2,1520885218059,"[9, 10, 11, 8]",NOVAL
2,NOVAL,NOVAL,1520885310706
3,1520885311863,"[15, 12, 13, 14]",NOVAL
3,NOVAL,NOVAL,1520885411529
4,1520885412792,"[19, 16, 17, 18]",NOVAL
4,NOVAL,NOVAL,1520885516422
