Task ID,Host,Executor ID,Locality,Launch Time,Finish Time,Getting Result Time,Shuffle Bytes Written,Shuffle Write Time,Shuffle Records Written,Executor Run Time,Executor Deserialize Time,JVM GC Time,Result Size,Memory Bytes Spilled,Disk Bytes Spilled,Stage ID,Task Type,Reason
4,bsintwn22.localdomain,138c99c5-923b-4ab5-aee7-ca31dbcd391a-S8,ANY,1511448648447,1511448658964,0,477915,641838832,21281,1961,8392,91,2358,0,0,0,ShuffleMapTask,Success
3,bsintwn22.localdomain,138c99c5-923b-4ab5-aee7-ca31dbcd391a-S8,ANY,1511448648446,1511448658967,0,476702,560792021,21280,1967,8397,91,2358,0,0,0,ShuffleMapTask,Success
5,bsintwn5.localdomain,d9c820f2-75f7-40d4-9186-a52d1ccf55e0-S3,ANY,1511448648452,1511448658970,0,480944,338064443,21280,1659,8706,138,2356,0,0,0,ShuffleMapTask,Success
25,bsintwn22.localdomain,138c99c5-923b-4ab5-aee7-ca31dbcd391a-S8,ANY,1511448658909,1511448659488,0,481338,220418433,21281,511,22,0,2358,0,0,0,ShuffleMapTask,Success
24,bsintwn5.localdomain,d9c820f2-75f7-40d4-9186-a52d1ccf55e0-S3,ANY,1511448658906,1511448659492,0,480378,202635117,21281,531,6,0,2356,0,0,0,ShuffleMapTask,Success
7,bsintwn10.localdomain,138c99c5-923b-4ab5-aee7-ca31dbcd391a-S16,ANY,1511448648601,1511448659508,0,482006,614387562,21279,2251,8557,87,2359,0,0,0,ShuffleMapTask,Success
6,bsintwn10.localdomain,138c99c5-923b-4ab5-aee7-ca31dbcd391a-S16,ANY,1511448648601,1511448659540,0,480000,685894897,21282,2292,8562,87,2359,0,0,0,ShuffleMapTask,Success
26,bsintwn22.localdomain,138c99c5-923b-4ab5-aee7-ca31dbcd391a-S8,ANY,1511448658910,1511448659648,0,480778,383270980,21283,683,3,0,2358,0,0,0,ShuffleMapTask,Success
13,bsintwn17.localdomain,138c99c5-923b-4ab5-aee7-ca31dbcd391a-S10,ANY,1511448648684,1511448659854,0,480882,526098762,21281,2426,8642,131,2359,0,0,0,ShuffleMapTask,Success
12,bsintwn17.localdomain,138c99c5-923b-4ab5-aee7-ca31dbcd391a-S10,ANY,1511448648684,1511448659899,0,480174,620851848,21278,2499,8647,131,2359,0,0,0,ShuffleMapTask,Success
27,bsintwn5.localdomain,d9c820f2-75f7-40d4-9186-a52d1ccf55e0-S3,ANY,1511448659475,1511448659914,0,483069,183613527,21281,405,4,0,2356,0,0,0,ShuffleMapTask,Success
28,bsintwn22.localdomain,138c99c5-923b-4ab5-aee7-ca31dbcd391a-S8,ANY,1511448659480,1511448660023,0,482277,281231666,21276,507,4,0,2358,0,0,0,ShuffleMapTask,Success
2,bsintwn3.localdomain,d9c820f2-75f7-40d4-9186-a52d1ccf55e0-S4,ANY,1511448648396,1511448660065,0,469171,346056411,21281,1862,9712,135,2356,0,0,0,ShuffleMapTask,Success
30,bsintwn10.localdomain,138c99c5-923b-4ab5-aee7-ca31dbcd391a-S16,ANY,1511448659534,1511448660151,0,482485,290108415,21280,585,5,0,2359,0,0,0,ShuffleMapTask,Success
29,bsintwn10.localdomain,138c99c5-923b-4ab5-aee7-ca31dbcd391a-S16,ANY,1511448659503,1511448660239,0,482465,258856736,21277,708,6,0,2359,0,0,0,ShuffleMapTask,Success
31,bsintwn22.localdomain,138c99c5-923b-4ab5-aee7-ca31dbcd391a-S8,ANY,1511448659643,1511448660262,0,482109,302507906,21276,590,3,0,2358,0,0,0,ShuffleMapTask,Success
0,bsintwn14.localdomain,138c99c5-923b-4ab5-aee7-ca31dbcd391a-S12,ANY,1511448648349,1511448660324,0,458283,562086215,21275,2746,9138,142,2359,0,0,0,ShuffleMapTask,Success
34,bsintwn5.localdomain,d9c820f2-75f7-40d4-9186-a52d1ccf55e0-S3,ANY,1511448659911,1511448660361,0,483238,165235309,21285,393,21,0,2356,0,0,0,ShuffleMapTask,Success
32,bsintwn17.localdomain,138c99c5-923b-4ab5-aee7-ca31dbcd391a-S10,ANY,1511448659846,1511448660386,0,481506,211681537,21278,502,6,0,2359,0,0,0,ShuffleMapTask,Success
1,bsintwn14.localdomain,138c99c5-923b-4ab5-aee7-ca31dbcd391a-S12,ANY,1511448648367,1511448660511,0,465274,831372674,21279,2952,9129,142,2359,0,0,0,ShuffleMapTask,Success
36,bsintwn3.localdomain,d9c820f2-75f7-40d4-9186-a52d1ccf55e0-S4,ANY,1511448660059,1511448660575,0,481683,176839419,21279,470,6,0,2356,0,0,0,ShuffleMapTask,Success
33,bsintwn17.localdomain,138c99c5-923b-4ab5-aee7-ca31dbcd391a-S10,ANY,1511448659891,1511448660576,0,480805,248474786,21280,634,4,0,2359,0,0,0,ShuffleMapTask,Success
35,bsintwn22.localdomain,138c99c5-923b-4ab5-aee7-ca31dbcd391a-S8,ANY,1511448660015,1511448660658,0,482009,304910214,21280,612,2,45,2358,0,0,0,ShuffleMapTask,Success
41,bsintwn5.localdomain,d9c820f2-75f7-40d4-9186-a52d1ccf55e0-S3,ANY,1511448660356,1511448660720,0,482456,149469174,21279,330,4,0,2356,0,0,0,ShuffleMapTask,Success
