Job ID,Submission Time,Stage IDs,Completion Time
0,1511448648213,"[0, 1, 2, 3]",NOVAL
0,NOVAL,NOVAL,1511448784216
1,1511448785330,"[5, 6, 7, 4]",NOVAL
1,NOVAL,NOVAL,1511448872824
2,1511448873584,"[9, 10, 11, 8]",NOVAL
2,NOVAL,NOVAL,1511449070519
3,1511449071165,"[15, 12, 13, 14]",NOVAL
3,NOVAL,NOVAL,1511449259053
4,1511449259612,"[19, 16, 17, 18]",NOVAL
4,NOVAL,NOVAL,1511449467091
