Job ID,Submission Time,Stage IDs,Completion Time
0,1511426657751,"[0, 1, 2, 3]",NOVAL
0,NOVAL,NOVAL,1511426765549
1,1511426766842,"[5, 6, 7, 4]",NOVAL
1,NOVAL,NOVAL,1511426834500
2,1511426835397,"[9, 10, 11, 8]",NOVAL
2,NOVAL,NOVAL,1511427011104
3,1511427011916,"[15, 12, 13, 14]",NOVAL
3,NOVAL,NOVAL,1511427170553
4,1511427171230,"[19, 16, 17, 18]",NOVAL
4,NOVAL,NOVAL,1511427329343
