Job ID,Submission Time,Stage IDs,Completion Time
0,1520890376260,"[0, 1, 2, 3]",NOVAL
0,NOVAL,NOVAL,1520890497361
1,1520890498960,"[5, 6, 7, 4]",NOVAL
1,NOVAL,NOVAL,1520890584504
2,1520890586110,"[9, 10, 11, 8]",NOVAL
2,NOVAL,NOVAL,1520890687669
3,1520890689093,"[15, 12, 13, 14]",NOVAL
3,NOVAL,NOVAL,1520890769723
4,1520890771070,"[19, 16, 17, 18]",NOVAL
4,NOVAL,NOVAL,1520890854748
