Task ID,Host,Executor ID,Locality,Launch Time,Finish Time,Getting Result Time,Shuffle Bytes Written,Shuffle Write Time,Shuffle Records Written,Executor Run Time,Executor Deserialize Time,JVM GC Time,Result Size,Memory Bytes Spilled,Disk Bytes Spilled,Stage ID,Task Type,Reason
4,cluster-danilo-spark-slave-java8-5.novalocal,5,ANY,1520890376723,1520890383171,0,614632,89834680,21063,1869,4402,152,2440,0,0,0,ShuffleMapTask,Success
2,cluster-danilo-spark-slave-java8-6.novalocal,1,ANY,1520890376692,1520890383173,0,591941,67408953,21065,1597,4717,141,2440,0,0,0,ShuffleMapTask,Success
5,cluster-danilo-spark-slave-java8-5.novalocal,5,ANY,1520890376728,1520890383174,0,615764,141209973,21063,1862,4410,152,2440,0,0,0,ShuffleMapTask,Success
3,cluster-danilo-spark-slave-java8-6.novalocal,1,ANY,1520890376706,1520890383307,0,605708,106056854,21065,1730,4717,141,2440,0,0,0,ShuffleMapTask,Success
6,cluster-danilo-spark-slave-java8-9.novalocal,2,ANY,1520890376738,1520890383661,0,616267,122512409,21061,1974,4872,178,2440,0,0,0,ShuffleMapTask,Success
26,cluster-danilo-spark-slave-java8-6.novalocal,1,ANY,1520890383170,1520890383693,0,620918,43009041,21068,497,13,0,2440,0,0,0,ShuffleMapTask,Success
7,cluster-danilo-spark-slave-java8-9.novalocal,2,ANY,1520890376744,1520890383698,0,618979,78700004,21064,2048,4857,178,2440,0,0,0,ShuffleMapTask,Success
25,cluster-danilo-spark-slave-java8-5.novalocal,5,ANY,1520890383153,1520890383708,0,620660,58189187,21068,534,8,0,2440,0,0,0,ShuffleMapTask,Success
8,cluster-danilo-spark-slave-java8-11.novalocal,7,ANY,1520890376756,1520890383743,0,618964,61938850,21068,1791,5088,167,2442,0,0,0,ShuffleMapTask,Success
9,cluster-danilo-spark-slave-java8-11.novalocal,7,ANY,1520890376757,1520890383749,0,618905,106477256,21066,1797,5076,167,2442,0,0,0,ShuffleMapTask,Success
24,cluster-danilo-spark-slave-java8-5.novalocal,5,ANY,1520890383142,1520890383805,0,620151,80596679,21062,643,5,18,2440,0,0,0,ShuffleMapTask,Success
27,cluster-danilo-spark-slave-java8-6.novalocal,1,ANY,1520890383299,1520890384090,0,619775,61012544,21069,765,13,24,2440,0,0,0,ShuffleMapTask,Success
28,cluster-danilo-spark-slave-java8-9.novalocal,2,ANY,1520890383658,1520890384178,0,621738,60290417,21066,496,4,0,2440,0,0,0,ShuffleMapTask,Success
31,cluster-danilo-spark-slave-java8-5.novalocal,5,ANY,1520890383705,1520890384202,0,621473,53850682,21068,480,6,18,2440,0,0,0,ShuffleMapTask,Success
29,cluster-danilo-spark-slave-java8-6.novalocal,1,ANY,1520890383690,1520890384211,0,622776,48098593,21067,499,5,24,2440,0,0,0,ShuffleMapTask,Success
34,cluster-danilo-spark-slave-java8-5.novalocal,5,ANY,1520890383801,1520890384247,0,623194,39726577,21067,429,5,0,2440,0,0,0,ShuffleMapTask,Success
13,cluster-danilo-spark-slave-java8-10.novalocal,0,ANY,1520890376818,1520890384281,0,621759,97942894,21067,1537,5795,123,2442,0,0,0,ShuffleMapTask,Success
12,cluster-danilo-spark-slave-java8-10.novalocal,0,ANY,1520890376816,1520890384394,0,621979,97244159,21065,1662,5802,144,2442,0,0,0,ShuffleMapTask,Success
32,cluster-danilo-spark-slave-java8-11.novalocal,7,ANY,1520890383741,1520890384439,0,621534,37538489,21063,651,22,0,2442,0,0,0,ShuffleMapTask,Success
37,cluster-danilo-spark-slave-java8-5.novalocal,5,ANY,1520890384200,1520890384545,0,622728,48764527,21068,323,11,23,2440,0,0,0,ShuffleMapTask,Success
30,cluster-danilo-spark-slave-java8-9.novalocal,2,ANY,1520890383696,1520890384573,0,623448,42749036,21066,847,9,19,2440,0,0,0,ShuffleMapTask,Success
35,cluster-danilo-spark-slave-java8-6.novalocal,1,ANY,1520890384086,1520890384626,0,621300,47250508,21066,510,18,25,2440,0,0,0,ShuffleMapTask,Success
39,cluster-danilo-spark-slave-java8-5.novalocal,5,ANY,1520890384244,1520890384628,0,621869,22992070,21069,356,17,23,2440,0,0,0,ShuffleMapTask,Success
40,cluster-danilo-spark-slave-java8-10.novalocal,0,ANY,1520890384278,1520890384663,0,624151,56582201,21068,352,4,0,2442,0,0,0,ShuffleMapTask,Success
33,cluster-danilo-spark-slave-java8-11.novalocal,7,ANY,1520890383746,1520890384685,0,623773,63371248,21067,916,10,20,2442,0,0,0,ShuffleMapTask,Success
38,cluster-danilo-spark-slave-java8-6.novalocal,1,ANY,1520890384209,1520890384693,0,620958,39684134,21061,465,3,25,2440,0,0,0,ShuffleMapTask,Success
36,cluster-danilo-spark-slave-java8-9.novalocal,2,ANY,1520890384177,1520890384812,0,623637,61379489,21067,610,12,19,2440,0,0,0,ShuffleMapTask,Success
43,cluster-danilo-spark-slave-java8-5.novalocal,5,ANY,1520890384544,1520890384820,0,621258,24966779,21060,253,8,23,2440,0,0,0,ShuffleMapTask,Success
42,cluster-danilo-spark-slave-java8-11.novalocal,7,ANY,1520890384438,1520890384831,0,624036,43527849,21062,373,8,20,2442,0,0,0,ShuffleMapTask,Success
45,cluster-danilo-spark-slave-java8-6.novalocal,1,ANY,1520890384625,1520890384900,0,621999,26682821,21068,259,3,0,2440,0,0,0,ShuffleMapTask,Success
41,cluster-danilo-spark-slave-java8-10.novalocal,0,ANY,1520890384393,1520890384926,0,622984,50245106,21064,506,13,22,2442,0,0,0,ShuffleMapTask,Success
44,cluster-danilo-spark-slave-java8-9.novalocal,2,ANY,1520890384570,1520890384948,0,623158,23975187,21063,362,3,0,2440,0,0,0,ShuffleMapTask,Success
46,cluster-danilo-spark-slave-java8-5.novalocal,5,ANY,1520890384627,1520890385023,0,620712,48686685,21065,376,5,23,2440,0,0,0,ShuffleMapTask,Success
48,cluster-danilo-spark-slave-java8-11.novalocal,7,ANY,1520890384681,1520890385125,0,621027,67176363,21066,414,9,20,2442,0,0,0,ShuffleMapTask,Success
53,cluster-danilo-spark-slave-java8-6.novalocal,1,ANY,1520890384898,1520890385162,0,622893,26047465,21063,250,2,22,2440,0,0,0,ShuffleMapTask,Success
49,cluster-danilo-spark-slave-java8-6.novalocal,1,ANY,1520890384690,1520890385187,0,622958,43075459,21065,479,4,22,2440,0,0,0,ShuffleMapTask,Success
47,cluster-danilo-spark-slave-java8-10.novalocal,0,ANY,1520890384662,1520890385189,0,624028,36174516,21066,500,8,22,2442,0,0,0,ShuffleMapTask,Success
