Job ID,Submission Time,Stage IDs,Completion Time
0,1511442791720,"[0, 1, 2, 3]",NOVAL
0,NOVAL,NOVAL,1511442915521
1,1511442916748,"[5, 6, 7, 4]",NOVAL
1,NOVAL,NOVAL,1511442976544
2,1511442977356,"[9, 10, 11, 8]",NOVAL
2,NOVAL,NOVAL,1511443179248
3,1511443179982,"[15, 12, 13, 14]",NOVAL
3,NOVAL,NOVAL,1511443339860
4,1511443340418,"[19, 16, 17, 18]",NOVAL
4,NOVAL,NOVAL,1511443505518
