Job ID,Submission Time,Stage IDs,Completion Time
0,1520614426905,"[0, 1, 2, 3]",NOVAL
0,NOVAL,NOVAL,1520614544481
1,1520614546132,"[5, 6, 7, 4]",NOVAL
1,NOVAL,NOVAL,1520614644181
2,1520614645548,"[9, 10, 11, 8]",NOVAL
2,NOVAL,NOVAL,1520614728172
3,1520614729974,"[15, 12, 13, 14]",NOVAL
3,NOVAL,NOVAL,1520614803488
4,1520614804785,"[19, 16, 17, 18]",NOVAL
4,NOVAL,NOVAL,1520614892394
