Job ID,Submission Time,Stage IDs,Completion Time
0,1511440499432,"[0, 1, 2, 3]",NOVAL
0,NOVAL,NOVAL,1511440618424
1,1511440619400,"[5, 6, 7, 4]",NOVAL
1,NOVAL,NOVAL,1511440683435
2,1511440684789,"[9, 10, 11, 8]",NOVAL
2,NOVAL,NOVAL,1511440856850
3,1511440857566,"[15, 12, 13, 14]",NOVAL
3,NOVAL,NOVAL,1511441019122
4,1511441019830,"[19, 16, 17, 18]",NOVAL
4,NOVAL,NOVAL,1511441174918
