Job ID,Submission Time,Stage IDs,Completion Time
0,1520891457097,"[0, 1, 2, 3]",NOVAL
0,NOVAL,NOVAL,1520891565103
1,1520891566802,"[5, 6, 7, 4]",NOVAL
1,NOVAL,NOVAL,1520891643959
2,1520891645617,"[9, 10, 11, 8]",NOVAL
2,NOVAL,NOVAL,1520891725267
3,1520891726651,"[15, 12, 13, 14]",NOVAL
3,NOVAL,NOVAL,1520891814784
4,1520891816076,"[19, 16, 17, 18]",NOVAL
4,NOVAL,NOVAL,1520891894662
