Job ID,Submission Time,Stage IDs,Completion Time
0,1520620410487,"[0, 1, 2, 3]",NOVAL
0,NOVAL,NOVAL,1520620709769
1,1520620711356,"[5, 6, 7, 4]",NOVAL
1,NOVAL,NOVAL,1520620946204
2,1520620947606,"[9, 10, 11, 8]",NOVAL
2,NOVAL,NOVAL,1520621203921
3,1520621205171,"[15, 12, 13, 14]",NOVAL
3,NOVAL,NOVAL,1520621420077
4,1520621421413,"[19, 16, 17, 18]",NOVAL
4,NOVAL,NOVAL,1520621629036
