Task ID,Host,Executor ID,Locality,Launch Time,Finish Time,Getting Result Time,Shuffle Bytes Written,Shuffle Write Time,Shuffle Records Written,Executor Run Time,Executor Deserialize Time,JVM GC Time,Result Size,Memory Bytes Spilled,Disk Bytes Spilled,Stage ID,Task Type,Reason
0,bsintwn16.localdomain,138c99c5-923b-4ab5-aee7-ca31dbcd391a-S11,ANY,1511455985431,1511455993676,0,458283,335249551,21275,1763,6365,109,2359,0,0,0,ShuffleMapTask,Success
2,bsintwn17.localdomain,138c99c5-923b-4ab5-aee7-ca31dbcd391a-S10,ANY,1511455985547,1511455993906,0,469171,450396584,21281,1932,6319,93,2359,0,0,0,ShuffleMapTask,Success
1,bsintwn17.localdomain,138c99c5-923b-4ab5-aee7-ca31dbcd391a-S10,ANY,1511455985545,1511455994029,0,465274,603559008,21279,2059,6337,93,2359,0,0,0,ShuffleMapTask,Success
12,bsintwn16.localdomain,138c99c5-923b-4ab5-aee7-ca31dbcd391a-S11,ANY,1511455993629,1511455994062,0,480174,164656679,21278,398,5,0,2359,0,0,0,ShuffleMapTask,Success
3,bsintwn8.localdomain,138c99c5-923b-4ab5-aee7-ca31dbcd391a-S4,ANY,1511455985781,1511455994231,0,476702,302814105,21280,1586,6767,127,2356,0,0,0,ShuffleMapTask,Success
16,bsintwn8.localdomain,138c99c5-923b-4ab5-aee7-ca31dbcd391a-S4,ANY,1511455994224,1511455994610,0,480585,150335167,21278,361,5,0,2356,0,0,0,ShuffleMapTask,Success
14,bsintwn17.localdomain,138c99c5-923b-4ab5-aee7-ca31dbcd391a-S10,ANY,1511455994018,1511455994636,0,481188,258880314,21278,586,6,0,2359,0,0,0,ShuffleMapTask,Success
15,bsintwn16.localdomain,138c99c5-923b-4ab5-aee7-ca31dbcd391a-S11,ANY,1511455994054,1511455994638,0,482404,261012373,21285,552,4,0,2359,0,0,0,ShuffleMapTask,Success
13,bsintwn17.localdomain,138c99c5-923b-4ab5-aee7-ca31dbcd391a-S10,ANY,1511455993896,1511455994641,0,480882,315818738,21281,708,3,0,2359,0,0,0,ShuffleMapTask,Success
4,bsintwn21.localdomain,138c99c5-923b-4ab5-aee7-ca31dbcd391a-S6,ANY,1511455985840,1511455994896,0,477915,580795707,21281,2066,6856,110,2358,0,0,0,ShuffleMapTask,Success
20,bsintwn16.localdomain,138c99c5-923b-4ab5-aee7-ca31dbcd391a-S11,ANY,1511455994627,1511455995039,0,480625,161113761,21279,373,14,0,2359,0,0,0,ShuffleMapTask,Success
17,bsintwn8.localdomain,138c99c5-923b-4ab5-aee7-ca31dbcd391a-S4,ANY,1511455994604,1511455995108,0,479840,174909182,21281,479,7,0,2356,0,0,0,ShuffleMapTask,Success
19,bsintwn17.localdomain,138c99c5-923b-4ab5-aee7-ca31dbcd391a-S10,ANY,1511455994622,1511455995133,0,480828,191455293,21281,485,4,0,2359,0,0,0,ShuffleMapTask,Success
7,bsintwn9.localdomain,138c99c5-923b-4ab5-aee7-ca31dbcd391a-S17,ANY,1511455985986,1511455995322,0,482006,425264029,21279,1946,7301,147,2357,0,0,0,ShuffleMapTask,Success
22,bsintwn16.localdomain,138c99c5-923b-4ab5-aee7-ca31dbcd391a-S11,ANY,1511455995031,1511455995387,0,481142,143846252,21281,336,5,0,2359,0,0,0,ShuffleMapTask,Success
18,bsintwn17.localdomain,138c99c5-923b-4ab5-aee7-ca31dbcd391a-S10,ANY,1511455994619,1511455995408,0,481398,239254257,21281,756,6,39,2359,0,0,0,ShuffleMapTask,Success
23,bsintwn8.localdomain,138c99c5-923b-4ab5-aee7-ca31dbcd391a-S4,ANY,1511455995101,1511455995453,0,481008,138669722,21281,331,5,0,2356,0,0,0,ShuffleMapTask,Success
5,bsintwn21.localdomain,138c99c5-923b-4ab5-aee7-ca31dbcd391a-S6,ANY,1511455985841,1511455995474,0,480944,586085052,21280,2641,6855,110,2358,0,0,0,ShuffleMapTask,Success
21,bsintwn21.localdomain,138c99c5-923b-4ab5-aee7-ca31dbcd391a-S6,ANY,1511455994891,1511455995497,0,483498,176551767,21281,587,3,0,2358,0,0,0,ShuffleMapTask,Success
24,bsintwn17.localdomain,138c99c5-923b-4ab5-aee7-ca31dbcd391a-S10,ANY,1511455995124,1511455995508,0,480378,110878325,21281,371,2,39,2359,0,0,0,ShuffleMapTask,Success
26,bsintwn16.localdomain,138c99c5-923b-4ab5-aee7-ca31dbcd391a-S11,ANY,1511455995382,1511455995685,0,480778,105515576,21283,284,5,0,2359,0,0,0,ShuffleMapTask,Success
27,bsintwn17.localdomain,138c99c5-923b-4ab5-aee7-ca31dbcd391a-S10,ANY,1511455995400,1511455995708,0,483069,130296242,21281,287,9,0,2359,0,0,0,ShuffleMapTask,Success
6,bsintwn20.localdomain,138c99c5-923b-4ab5-aee7-ca31dbcd391a-S19,ANY,1511455985939,1511455995752,0,480000,350355303,21282,1674,8034,209,2359,0,0,0,ShuffleMapTask,Success
28,bsintwn8.localdomain,138c99c5-923b-4ab5-aee7-ca31dbcd391a-S4,ANY,1511455995448,1511455995826,0,482277,157375014,21276,352,9,0,2356,0,0,0,ShuffleMapTask,Success
25,bsintwn9.localdomain,138c99c5-923b-4ab5-aee7-ca31dbcd391a-S17,ANY,1511455995316,1511455995872,0,481338,254572085,21281,528,8,0,2357,0,0,0,ShuffleMapTask,Success
