Task ID,Host,Executor ID,Locality,Launch Time,Finish Time,Getting Result Time,Shuffle Bytes Written,Shuffle Write Time,Shuffle Records Written,Executor Run Time,Executor Deserialize Time,JVM GC Time,Result Size,Memory Bytes Spilled,Disk Bytes Spilled,Stage ID,Task Type,Reason
9,bsintwn20.localdomain,138c99c5-923b-4ab5-aee7-ca31dbcd391a-S19,ANY,1511461204119,1511461210938,0,480335,335453332,21281,1653,5004,103,2359,0,0,0,ShuffleMapTask,Success
1,bsintwn13.localdomain,138c99c5-923b-4ab5-aee7-ca31dbcd391a-S13,ANY,1511461203844,1511461211242,0,465274,566618559,21279,2037,5204,132,2359,0,0,0,ShuffleMapTask,Success
2,bsintwn13.localdomain,138c99c5-923b-4ab5-aee7-ca31dbcd391a-S13,ANY,1511461203844,1511461211329,0,469171,536147229,21281,2167,5197,132,2359,0,0,0,ShuffleMapTask,Success
12,bsintwn20.localdomain,138c99c5-923b-4ab5-aee7-ca31dbcd391a-S19,ANY,1511461210884,1511461211495,0,480174,201807072,21278,580,6,0,2359,0,0,0,ShuffleMapTask,Success
6,bsintwn8.localdomain,138c99c5-923b-4ab5-aee7-ca31dbcd391a-S4,ANY,1511461203988,1511461211759,0,480000,661865605,21282,2426,5214,120,2356,0,0,0,ShuffleMapTask,Success
8,bsintwn8.localdomain,138c99c5-923b-4ab5-aee7-ca31dbcd391a-S4,ANY,1511461203990,1511461211765,0,481556,485054642,21281,2423,5172,120,2356,0,0,0,ShuffleMapTask,Success
5,bsintwn8.localdomain,138c99c5-923b-4ab5-aee7-ca31dbcd391a-S4,ANY,1511461203987,1511461211780,0,480944,615609291,21280,2456,5228,120,2356,0,0,0,ShuffleMapTask,Success
7,bsintwn8.localdomain,138c99c5-923b-4ab5-aee7-ca31dbcd391a-S4,ANY,1511461203989,1511461211933,0,482006,696057071,21279,2620,5175,120,2356,0,0,0,ShuffleMapTask,Success
15,bsintwn20.localdomain,138c99c5-923b-4ab5-aee7-ca31dbcd391a-S19,ANY,1511461211487,1511461211982,0,482404,256836097,21285,464,8,0,2359,0,0,0,ShuffleMapTask,Success
13,bsintwn13.localdomain,138c99c5-923b-4ab5-aee7-ca31dbcd391a-S13,ANY,1511461211226,1511461212016,0,480882,405527872,21281,747,21,0,2359,0,0,0,ShuffleMapTask,Success
