Job ID,Submission Time,Stage IDs,Completion Time
0,1520883909287,"[0, 1, 2, 3]",NOVAL
0,NOVAL,NOVAL,1520884047362
1,1520884049056,"[5, 6, 7, 4]",NOVAL
1,NOVAL,NOVAL,1520884135032
2,1520884136463,"[9, 10, 11, 8]",NOVAL
2,NOVAL,NOVAL,1520884228211
3,1520884229489,"[15, 12, 13, 14]",NOVAL
3,NOVAL,NOVAL,1520884309371
4,1520884310593,"[19, 16, 17, 18]",NOVAL
4,NOVAL,NOVAL,1520884404599
