Job ID,Submission Time,Stage IDs,Completion Time
0,1511439738034,"[0, 1, 2, 3]",NOVAL
0,NOVAL,NOVAL,1511439845769
1,1511439847075,"[5, 6, 7, 4]",NOVAL
1,NOVAL,NOVAL,1511439920041
2,1511439920838,"[9, 10, 11, 8]",NOVAL
2,NOVAL,NOVAL,1511440114359
3,1511440115019,"[15, 12, 13, 14]",NOVAL
3,NOVAL,NOVAL,1511440288280
4,1511440288944,"[19, 16, 17, 18]",NOVAL
4,NOVAL,NOVAL,1511440452205
