Task ID,Host,Executor ID,Locality,Launch Time,Finish Time,Getting Result Time,Shuffle Bytes Written,Shuffle Write Time,Shuffle Records Written,Executor Run Time,Executor Deserialize Time,JVM GC Time,Result Size,Memory Bytes Spilled,Disk Bytes Spilled,Stage ID,Task Type,Reason
5,bsintwn16.localdomain,138c99c5-923b-4ab5-aee7-ca31dbcd391a-S11,ANY,1511439738688,1511439750101,0,480944,318280367,21280,2271,9006,92,2359,0,0,0,ShuffleMapTask,Success
36,bsintwn16.localdomain,138c99c5-923b-4ab5-aee7-ca31dbcd391a-S11,ANY,1511439750060,1511439750508,0,481683,157813618,21279,417,5,0,2359,0,0,0,ShuffleMapTask,Success
37,bsintwn16.localdomain,138c99c5-923b-4ab5-aee7-ca31dbcd391a-S11,ANY,1511439750498,1511439750905,0,482952,155473811,21279,373,4,0,2359,0,0,0,ShuffleMapTask,Success
16,bsintwn5.localdomain,d9c820f2-75f7-40d4-9186-a52d1ccf55e0-S3,ANY,1511439738752,1511439751027,0,480585,306571222,21278,3121,8932,129,2356,0,0,0,ShuffleMapTask,Success
22,bsintwn14.localdomain,138c99c5-923b-4ab5-aee7-ca31dbcd391a-S12,ANY,1511439738791,1511439751607,0,481142,727253760,21281,3126,9512,181,2359,0,0,0,ShuffleMapTask,Success
38,bsintwn16.localdomain,138c99c5-923b-4ab5-aee7-ca31dbcd391a-S11,ANY,1511439750895,1511439751730,0,483492,159491331,21281,812,3,0,2359,0,0,0,ShuffleMapTask,Success
39,bsintwn5.localdomain,d9c820f2-75f7-40d4-9186-a52d1ccf55e0-S3,ANY,1511439751017,1511439751791,0,483491,331833689,21279,720,9,0,2356,0,0,0,ShuffleMapTask,Success
21,bsintwn14.localdomain,138c99c5-923b-4ab5-aee7-ca31dbcd391a-S12,ANY,1511439738790,1511439751861,0,483498,720299587,21281,3387,9522,181,2359,0,0,0,ShuffleMapTask,Success
41,bsintwn16.localdomain,138c99c5-923b-4ab5-aee7-ca31dbcd391a-S11,ANY,1511439751723,1511439752122,0,482456,151005038,21279,375,3,0,2359,0,0,0,ShuffleMapTask,Success
42,bsintwn5.localdomain,d9c820f2-75f7-40d4-9186-a52d1ccf55e0-S3,ANY,1511439751785,1511439752341,0,482370,217251502,21282,501,17,0,2356,0,0,0,ShuffleMapTask,Success
40,bsintwn14.localdomain,138c99c5-923b-4ab5-aee7-ca31dbcd391a-S12,ANY,1511439751599,1511439752471,0,481778,351616250,21283,842,7,0,2359,0,0,0,ShuffleMapTask,Success
