Job ID,Submission Time,Stage IDs,Completion Time
0,1511449570809,"[0, 1, 2, 3]",NOVAL
0,NOVAL,NOVAL,1511449689700
1,1511449690752,"[5, 6, 7, 4]",NOVAL
1,NOVAL,NOVAL,1511449779028
2,1511449779779,"[9, 10, 11, 8]",NOVAL
2,NOVAL,NOVAL,1511450010372
3,1511450010970,"[15, 12, 13, 14]",NOVAL
3,NOVAL,NOVAL,1511450215436
4,1511450216117,"[19, 16, 17, 18]",NOVAL
4,NOVAL,NOVAL,1511450412387
