Task ID,Host,Executor ID,Locality,Launch Time,Finish Time,Getting Result Time,Shuffle Bytes Written,Shuffle Write Time,Shuffle Records Written,Executor Run Time,Executor Deserialize Time,JVM GC Time,Result Size,Memory Bytes Spilled,Disk Bytes Spilled,Stage ID,Task Type,Reason
1,bsintwn15.localdomain,d9c820f2-75f7-40d4-9186-a52d1ccf55e0-S0,ANY,1511449571679,1511449581910,0,465274,617628453,21279,2206,7916,127,2358,0,0,0,ShuffleMapTask,Success
0,bsintwn15.localdomain,d9c820f2-75f7-40d4-9186-a52d1ccf55e0-S0,ANY,1511449571657,1511449581961,0,458283,591446316,21275,2319,7916,127,2358,0,0,0,ShuffleMapTask,Success
14,bsintwn20.localdomain,138c99c5-923b-4ab5-aee7-ca31dbcd391a-S19,ANY,1511449572239,1511449582241,0,481188,317593365,21278,1784,8093,137,2359,0,0,0,ShuffleMapTask,Success
8,bsintwn10.localdomain,138c99c5-923b-4ab5-aee7-ca31dbcd391a-S16,ANY,1511449571882,1511449582262,0,481556,585208907,21281,2065,8171,124,2359,0,0,0,ShuffleMapTask,Success
9,bsintwn10.localdomain,138c99c5-923b-4ab5-aee7-ca31dbcd391a-S16,ANY,1511449571883,1511449582410,0,480335,608275066,21281,2235,8160,124,2359,0,0,0,ShuffleMapTask,Success
25,bsintwn15.localdomain,d9c820f2-75f7-40d4-9186-a52d1ccf55e0-S0,ANY,1511449581953,1511449582629,0,481338,250709264,21281,633,4,0,2358,0,0,0,ShuffleMapTask,Success
24,bsintwn15.localdomain,d9c820f2-75f7-40d4-9186-a52d1ccf55e0-S0,ANY,1511449581858,1511449582676,0,480378,218879567,21281,789,4,0,2358,0,0,0,ShuffleMapTask,Success
26,bsintwn20.localdomain,138c99c5-923b-4ab5-aee7-ca31dbcd391a-S19,ANY,1511449582233,1511449582867,0,480778,276006632,21283,606,4,0,2359,0,0,0,ShuffleMapTask,Success
15,bsintwn9.localdomain,138c99c5-923b-4ab5-aee7-ca31dbcd391a-S17,ANY,1511449572254,1511449582928,0,482404,452309942,21285,1793,8781,109,2357,0,0,0,ShuffleMapTask,Success
22,bsintwn3.localdomain,d9c820f2-75f7-40d4-9186-a52d1ccf55e0-S4,ANY,1511449572377,1511449582941,0,481142,382570469,21281,2072,8373,115,2356,0,0,0,ShuffleMapTask,Success
30,bsintwn15.localdomain,d9c820f2-75f7-40d4-9186-a52d1ccf55e0-S0,ANY,1511449582665,1511449583237,0,482485,220648368,21280,550,3,0,2358,0,0,0,ShuffleMapTask,Success
