Job ID,Submission Time,Stage IDs,Completion Time
0,1520881504319,"[0, 1, 2, 3]",NOVAL
0,NOVAL,NOVAL,1520881659810
1,1520881661347,"[5, 6, 7, 4]",NOVAL
1,NOVAL,NOVAL,1520881796495
2,1520881797894,"[9, 10, 11, 8]",NOVAL
2,NOVAL,NOVAL,1520881937325
3,1520881938670,"[15, 12, 13, 14]",NOVAL
3,NOVAL,NOVAL,1520882055166
4,1520882056550,"[19, 16, 17, 18]",NOVAL
4,NOVAL,NOVAL,1520882159709
