Job ID,Submission Time,Stage IDs,Completion Time
0,1520888285801,"[0, 1, 2, 3]",NOVAL
0,NOVAL,NOVAL,1520888419336
1,1520888421088,"[5, 6, 7, 4]",NOVAL
1,NOVAL,NOVAL,1520888506841
2,1520888508292,"[9, 10, 11, 8]",NOVAL
2,NOVAL,NOVAL,1520888593630
3,1520888594946,"[15, 12, 13, 14]",NOVAL
3,NOVAL,NOVAL,1520888660057
4,1520888661246,"[19, 16, 17, 18]",NOVAL
4,NOVAL,NOVAL,1520888751782
