Job ID,Submission Time,Stage IDs,Completion Time
0,1520622861090,"[0, 1, 2, 3]",NOVAL
0,NOVAL,NOVAL,1520623169198
1,1520623170709,"[5, 6, 7, 4]",NOVAL
1,NOVAL,NOVAL,1520623399983
2,1520623401377,"[9, 10, 11, 8]",NOVAL
2,NOVAL,NOVAL,1520623646414
3,1520623647699,"[15, 12, 13, 14]",NOVAL
3,NOVAL,NOVAL,1520623858104
4,1520623859373,"[19, 16, 17, 18]",NOVAL
4,NOVAL,NOVAL,1520624072987
