Task ID,Host,Executor ID,Locality,Launch Time,Finish Time,Getting Result Time,Shuffle Bytes Written,Shuffle Write Time,Shuffle Records Written,Executor Run Time,Executor Deserialize Time,JVM GC Time,Result Size,Memory Bytes Spilled,Disk Bytes Spilled,Stage ID,Task Type,Reason
1,cluster-danilo-spark-slave-java8-1.novalocal,0,ANY,1520622861695,1520622867459,0,570557,101696489,21062,1759,3886,179,2440,0,0,0,ShuffleMapTask,Success
0,cluster-danilo-spark-slave-java8-1.novalocal,0,ANY,1520622861665,1520622867557,0,544204,89315402,21066,1886,3901,179,2440,0,0,0,ShuffleMapTask,Success
4,cluster-danilo-spark-slave-java8-1.novalocal,0,ANY,1520622867435,1520622867857,0,614632,60691459,21063,399,4,0,2440,0,0,0,ShuffleMapTask,Success
5,cluster-danilo-spark-slave-java8-1.novalocal,0,ANY,1520622867550,1520622867958,0,615764,77802932,21063,383,10,13,2440,0,0,0,ShuffleMapTask,Success
7,cluster-danilo-spark-slave-java8-1.novalocal,0,ANY,1520622867954,1520622868198,0,618979,46019988,21064,225,8,0,2440,0,0,0,ShuffleMapTask,Success
6,cluster-danilo-spark-slave-java8-1.novalocal,0,ANY,1520622867848,1520622868257,0,616267,48976441,21061,388,9,13,2440,0,0,0,ShuffleMapTask,Success
9,cluster-danilo-spark-slave-java8-1.novalocal,0,ANY,1520622868255,1520622868521,0,618905,30782903,21066,246,3,15,2440,0,0,0,ShuffleMapTask,Success
8,cluster-danilo-spark-slave-java8-1.novalocal,0,ANY,1520622868195,1520622868526,0,618964,39207326,21068,319,3,15,2440,0,0,0,ShuffleMapTask,Success
3,cluster-danilo-spark-slave-java8-0.novalocal,1,ANY,1520622862028,1520622868632,0,605708,107530047,21065,2502,3970,151,2440,0,0,0,ShuffleMapTask,Success
11,cluster-danilo-spark-slave-java8-1.novalocal,0,ANY,1520622868524,1520622868772,0,622080,29008843,21064,233,2,19,2440,0,0,0,ShuffleMapTask,Success
2,cluster-danilo-spark-slave-java8-0.novalocal,1,ANY,1520622862021,1520622868788,0,591941,108693763,21065,2664,3988,168,2440,0,0,0,ShuffleMapTask,Success
10,cluster-danilo-spark-slave-java8-1.novalocal,0,ANY,1520622868518,1520622868793,0,618466,33312390,21066,260,5,19,2440,0,0,0,ShuffleMapTask,Success
13,cluster-danilo-spark-slave-java8-1.novalocal,0,ANY,1520622868769,1520622869046,0,621759,36830723,21067,261,2,24,2440,0,0,0,ShuffleMapTask,Success
15,cluster-danilo-spark-slave-java8-1.novalocal,0,ANY,1520622868791,1520622869113,0,620119,27830962,21063,309,2,24,2440,0,0,0,ShuffleMapTask,Success
12,cluster-danilo-spark-slave-java8-0.novalocal,1,ANY,1520622868629,1520622869406,0,621979,59247750,21065,759,3,17,2440,0,0,0,ShuffleMapTask,Success
14,cluster-danilo-spark-slave-java8-0.novalocal,1,ANY,1520622868787,1520622869416,0,617892,61356191,21065,608,4,0,2440,0,0,0,ShuffleMapTask,Success
16,cluster-danilo-spark-slave-java8-1.novalocal,0,ANY,1520622869044,1520622869436,0,620466,35481948,21068,379,3,37,2440,0,0,0,ShuffleMapTask,Success
17,cluster-danilo-spark-slave-java8-1.novalocal,0,ANY,1520622869110,1520622869547,0,618999,32385202,21062,421,2,37,2440,0,0,0,ShuffleMapTask,Success
18,cluster-danilo-spark-slave-java8-0.novalocal,1,ANY,1520622869405,1520622869744,0,621358,44760869,21066,309,13,11,2440,0,0,0,ShuffleMapTask,Success
19,cluster-danilo-spark-slave-java8-0.novalocal,1,ANY,1520622869411,1520622869840,0,617989,36451716,21065,409,3,11,2440,0,0,0,ShuffleMapTask,Success
20,cluster-danilo-spark-slave-java8-1.novalocal,0,ANY,1520622869435,1520622869865,0,620009,30970280,21070,416,3,12,2440,0,0,0,ShuffleMapTask,Success
