Job ID,Submission Time,Stage IDs,Completion Time
0,1520892354016,"[0, 1, 2, 3]",NOVAL
0,NOVAL,NOVAL,1520892477085
1,1520892478808,"[5, 6, 7, 4]",NOVAL
1,NOVAL,NOVAL,1520892561643
2,1520892563158,"[9, 10, 11, 8]",NOVAL
2,NOVAL,NOVAL,1520892660319
3,1520892661700,"[15, 12, 13, 14]",NOVAL
3,NOVAL,NOVAL,1520892738720
4,1520892740023,"[19, 16, 17, 18]",NOVAL
4,NOVAL,NOVAL,1520892823322
